creator,url,status,p_next,why,creator_subs,creator_views_per_video,qm_videos,qm_best_outlier,qm_best_views,qm_best_title,distributors,dist_best_outlier,dist_best_reach,dist_best_channel,confirmations
lamaisondagonay4820,https://www.youtube.com/@lamaisondagonay4820,probado_flojo,0.27,"ya probado, no despegó",3920,11506,1,0.73,2199089,"Father and Son Build a House Under $70,000 in ONLY 4 Months | Start to Finish @lamaisondagonay4820",1,3.1,40245,TTI Build Stories ,0
kryptojdm,https://www.youtube.com/@kryptojdm,probado_flojo,0.27,"ya probado, no despegó",3460,37149,1,0.71,2135561,Man Restores CLASSIC Japanese Sports Cars | From Start to Finish by @KryPtoJDM,1,0.1,1878,TTI Build Stories ,0
tickcreekranch,https://www.youtube.com/@tickcreekranch,probado_flojo,0.27,"ya probado, no despegó",259000,117817,1,0.68,2047323,Family Builds Amazing STORM SHELTER Underground | by @tickcreekranch,0,,,,0
crazybushcraft,https://www.youtube.com/@crazybushcraft,probado_flojo,0.27,"ya probado, no despegó",71900,101056,1,0.68,2045574,Man Builds Off-Grid TREEHOUSE With Watermill | Start to Finish by @crazybushcraft,3,23.6,1892,BI HD,0
emmamaertens,https://www.youtube.com/@emmamaertens,probado_flojo,0.27,"ya probado, no despegó",24800,45092,1,0.67,2009049,Daughter and Father Turn Bus into a DREAM HOME on Wheels | Start to Finish by @emmamaertens,0,,,,0
BudgiCamper,https://www.youtube.com/@BudgiCamper,probado_flojo,0.27,"ya probado, no despegó",25000,1075695,1,0.66,1987164,Man Builds An Amazing DIY CAMPERVAN | Start To Finish By @BudgiCamper,1,1.0,50887,Life Rhythm TV,0
ShayterAndrey,https://www.youtube.com/@ShayterAndrey,probado_flojo,0.27,"ya probado, no despegó",623000,411075,1,0.66,1977380,Man Makes Genius Handyman Inventions & Homemade Tools || @ShayterAndrey,0,,,,0
homemadecreativee,https://www.youtube.com/@homemadecreativee,probado_flojo,0.27,"ya probado, no despegó",465000,409124,1,0.66,1976170,Man Builds 7 Seater Bike-Bus Powered by Solar Energy | by @homemadecreativee,1,0.4,12197,Lord Gizmo,0
TheTravelingTogetherJournal,https://www.youtube.com/@TheTravelingTogetherJournal,probado_flojo,0.27,"ya probado, no despegó",23800,20022,2,0.66,1972756,Man Builds Amazing 4x4 Truck CAMPER | Start to Finish Conversion by @TheTravelingTogetherJournal,0,,,,0
guillaumeenbourgogne,https://www.youtube.com/@guillaumeenbourgogne,probado_flojo,0.27,"ya probado, no despegó",7060,9673,2,0.64,1919715,Man Renovates OLD FARMHOUSE in 3 years and Gives it a New Life | by @guillaumeenbourgogne,0,,,,0
MRNVCDIY,https://www.youtube.com/@MRNVCDIY,probado_flojo,0.27,"ya probado, no despegó",221000,203599,1,0.63,1888759,Man Spends 7 Months Restoring a Soviet Motorcycle Back to New | Start to Finish by @MRNVCDIY,0,,,,0
ChopShopCrew,https://www.youtube.com/@ChopShopCrew,probado_flojo,0.27,"ya probado, no despegó",21100,298822,1,0.62,1863362,Man Builds CYBER TRUCK CAMPER From A $600 Trailer | Start To Finish By @ChopShopCrew,3,39.4,284707,KLIFS TECH,0
wheelxlab,https://www.youtube.com/@wheelxlab,probado_flojo,0.27,"ya probado, no despegó",10200,23059,1,0.62,1860742,Man Builds Sport Motorcycle from Scratch in 120 DAYS | Start to Finish by @wheelxlab,1,0.2,181192,TechFreeze,0
serengytech,https://www.youtube.com/@serengytech,probado_flojo,0.27,"ya probado, no despegó",77800,281150,1,0.61,1829077,This Man Makes the Smallest Tools in the World! | by @serengytech,0,,,,0
thomasjelpel,https://www.youtube.com/@thomasjelpel,probado_flojo,0.27,"ya probado, no despegó",41900,137272,1,0.6,1813394,Men Turns Massive Log into Amazing CANOE | Start to Finish Build by @thomasjelpel,0,,,,0
RestoreIt,https://www.youtube.com/@RestoreIt,probado_flojo,0.27,"ya probado, no despegó",546000,453118,1,0.6,1811327,Man Restores Rusty 1950s Pedal Tractor Back To Life | Start To Finish By @RestoreIt,0,,,,0
OMGscaleworks,https://www.youtube.com/@OMGscaleworks,probado_flojo,0.27,"ya probado, no despegó",63900,51827,1,0.6,1798520,Man Builds Hyperrealistic F1 RACING CAR at Scale | McLaren Replica by ‪@OMGscaleworks,1,0.2,82,Maexology,0
aladdinjammal,https://www.youtube.com/@aladdinjammal,probado_flojo,0.27,"ya probado, no despegó",130000,91319,1,0.6,1786380,Young Couple Builds LUXURY BACKYARD with Swimming Pool | Start to Finish by @aladdinjammal,0,,,,0
NDWoodArt,https://www.youtube.com/@NDWoodArt,probado_flojo,0.27,"ya probado, no despegó",3520000,7052164,2,0.56,1687190,Dad Crafts Amazing Wooden Replicas of LUXURY Vehicles for his Son  | by @NDWoodArt,4,2.1,108677,Life Rhythm TV,0
gino.varisano,https://www.youtube.com/@gino.varisano,probado_flojo,0.27,"ya probado, no despegó",1830,24645,1,0.56,1682277,Building Amazing DIY Wood SHED | Backyard Project From Start to Finish by @gino.varisano,2,0.7,63399,Maker World,0
DiesInEveryFilm,https://www.youtube.com/@DiesInEveryFilm,probado_flojo,0.27,"ya probado, no despegó",732000,361354,1,0.56,1671936,Man Crafts Amazing WEAPONS Using Old METAL PARTS | by @DiesInEveryFilm,0,,,,0
PrimitiveSkillsnet,https://www.youtube.com/@PrimitiveSkillsnet,probado_flojo,0.27,"ya probado, no despegó",1190000,572153,1,0.55,1638799,Man Builds LUXURY VILLA With Waterfall In The Wild | Start to Finish by @PrimitiveSkillsnet,2,0.5,411,Renov Master,0
AdventuresHappen,https://www.youtube.com/@AdventuresHappen,probado_flojo,0.27,"ya probado, no despegó",11700,7782,1,0.54,1626157,Man Builds Amazing DIY CAMPERVAN | Start to Finish Conversion by @AdventuresHappen,1,3.8,50122,TTI Build Stories ,0
2TDIY,https://www.youtube.com/@2TDIY,probado_flojo,0.27,"ya probado, no despegó",189000,331257,2,0.54,1616891,Man Builds Amazing 2x2 MOTORBIKES in His Garage | Start to Finish by @2TDIY,0,,,,0
woodenart-unlimited7375,https://www.youtube.com/@woodenart-unlimited7375,probado_flojo,0.27,"ya probado, no despegó",154000,218262,1,0.51,1529246,Man Crafts Classic RIFLE GUN Slingshots | Start to Finish by @woodenart-unlimited7375,0,,,,0
Kampkolik,https://www.youtube.com/@Kampkolik,probado_flojo,0.27,"ya probado, no despegó",181000,246267,1,0.5,1485741,Man Builds Amazing Wood House Only Using Hand Tools! | Start to Finish by @Kampkolik,0,,,,0
ShopNation,https://www.youtube.com/@ShopNation,probado_flojo,0.27,"ya probado, no despegó",458000,284832,1,0.49,1460876,"Man Builds $17,000 DIY Tiny House-Style Shed in His Backyard | Start to Finish by @ShopNation",1,0.5,686,Rebuilding HD,0
Thatboatdude,https://www.youtube.com/@Thatboatdude,probado_flojo,0.27,"ya probado, no despegó",1250,8109,1,0.48,1442289,Man Restores Old Boat in His Garage and Brings It Back to Life | Start to Finish @Thatboatdude,0,,,,0
A4Garage,https://www.youtube.com/@A4Garage,probado_flojo,0.27,"ya probado, no despegó",146000,181094,1,0.47,1407255,Man Builds CLASSIC Mercedes-Benz in Miniature in 5 Months | 300SL GULLWING by @A4Garage,0,,,,0
GoldsConcrete,https://www.youtube.com/@GoldsConcrete,probado_flojo,0.27,"ya probado, no despegó",8570,14282,1,0.46,1395476,Digging Out 100 TONS of Soil in 5 Months to Build a Basement Under a House by @GoldsConcrete,0,,,,0
woodartisanart,https://www.youtube.com/@woodartisanart,probado_flojo,0.27,"ya probado, no despegó",16800,219462,1,0.46,1389750,Man Builds Hyperrealistic Soviet TANK Out of Wood | T-34 Replica by @woodartisanart,0,,,,0
SurvivalFarNorth,https://www.youtube.com/@SurvivalFarNorth,probado_flojo,0.27,"ya probado, no despegó",14000,15743,1,0.46,1375382,Man Builds an OFF-GRID Cabin Alone in the Wild North | Start to Finish by @SurvivalFarNorth,2,10.3,68561,Smart Fox,0
umelec-diy,https://www.youtube.com/@umelec-diy,probado_flojo,0.27,"ya probado, no despegó",644000,350050,2,0.46,1370463,Handyman Tips & Hacks That Work Extremely Well | by @umelec-diy,0,,,,0
LyTieuToan,https://www.youtube.com/@LyTieuToan,probado_flojo,0.27,"ya probado, no despegó",121000,110428,1,0.46,1370032,Young Woman Builds DIY CABIN with SWIMMING POOL | Start to Finish by @LyTieuToan,1,0.7,11,Quantam Tech HD,0
Msyang,https://www.youtube.com/@Msyang,probado_flojo,0.27,"ya probado, no despegó",234000,711076,1,0.45,1343691,Young Woman Builds a Survival Shelter in the Wild | Start to Finish by @Msyang,0,,,,0
norsetoalaska,https://www.youtube.com/@norsetoalaska,probado_flojo,0.27,"ya probado, no despegó",9740,176664,1,0.43,1291563,Man Builds Wood Cabin in the ALASKAN Wilderness | by @norsetoalaska,3,7.8,691642,Maker World,1
WDDetailing,https://www.youtube.com/@WDDetailing,probado_flojo,0.27,"ya probado, no despegó",1840000,1341753,1,0.43,1281976,Man DEEP CLEANS the Dirtiest LUXURY CARS Ever | by @WDDetailing,0,,,,0
RoughStyle,https://www.youtube.com/@RoughStyle,probado_flojo,0.27,"ya probado, no despegó",40000,40821,1,0.43,1281119,Old Man Builds DIY Log Cabin With Fire Pit In The Forest | Full Process by @RoughStyle,8,7.6,669567,Maker World,1
woodenren,https://www.youtube.com/@woodenren,probado_flojo,0.27,"ya probado, no despegó",209000,134740,1,0.42,1274190,How to make Arrows and Bow from BAMBOO | Japanese Joinery by @woodenren​,0,,,,0
bonbonscalemodel,https://www.youtube.com/@bonbonscalemodel,probado_flojo,0.27,"ya probado, no despegó",49000,231965,2,0.41,1232258,Man Builds Hyperrealistic Ferrari Car at Scale | Miniature Build by @bonbonscalemodel,1,1.5,26,Quantam Tech HD,0
machikane_base,https://www.youtube.com/@machikane_base,probado_flojo,0.27,"ya probado, no despegó",18500,77737,1,0.41,1225745,Man Builds Amazing WORKSHOP With Garden In His Backyard | Start To Finish By @machikane_base,0,,,,0
MarkoRoolaid,https://www.youtube.com/@MarkoRoolaid,probado_flojo,0.27,"ya probado, no despegó",38900,14091,1,0.39,1174673,Man Builds Hyperrealistic RC AIRPLANE at Scale in 4 Months | Start to Finish by @MarkoRoolaid,1,5.5,166338,Lord Gizmo,0
OkahachiRenovation,https://www.youtube.com/@OkahachiRenovation,probado_flojo,0.27,"ya probado, no despegó",26900,83292,1,0.38,1148352,Man Buys 40-Year Old House and Renovates it Back to New | Start to Finish by @OkahachiRenovation,1,0.1,2014,TTI Build Stories ,0
NicoleMichaelDIY,https://www.youtube.com/@NicoleMichaelDIY,probado_flojo,0.27,"ya probado, no despegó",157000,147642,1,0.38,1138409,Mother Builds DIY SWIMMING POOL For Kids In The Backyard | Start To Finish By @NicoleMichaelDIY,0,,,,0
mlgkontejneri3283,https://www.youtube.com/@mlgkontejneri3283,probado_flojo,0.27,"ya probado, no despegó",19900,270760,1,0.36,1092025,Building 2-Floors Shipping Container Home with Amazing Terrace | Start to Finish @mlgkontejneri3283,5,50.5,157354,Quantum Builders,1
ildar174,https://www.youtube.com/@ildar174,probado_flojo,0.27,"ya probado, no despegó",8,0,1,0.36,1075495,Man Builds DIY Tractor at HOME from Scratch | Start to Finish by @ildar174-,0,,,,0
XuanFreeLife5688,https://www.youtube.com/@XuanFreeLife5688,probado_flojo,0.27,"ya probado, no despegó",21700,42621,1,0.35,1061465,Young Woman Builds FARMHOUSE in the Jungle in 1 Year | Start to Finish by @XuanFreeLife5688,2,2.8,976,Lynsey Windon,0
odo_diy,https://www.youtube.com/@odo_diy,probado_flojo,0.27,"ya probado, no despegó",81200,211122,1,0.34,1021826,Man Buys Ruined Apartments and Renovates Them Back To New | Start to Finish by @odo_diy,1,0.2,3293,TTI Build Stories ,0
MidwestMagicCleaning,https://www.youtube.com/@MidwestMagicCleaning,probado_flojo,0.27,"ya probado, no despegó",889000,197268,1,0.34,1013289,Cleaning the DIRTIEST HOUSE in the World | BIOHAZARD by @MidwestMagicCleaning,0,,,,0
Akira_OA,https://www.youtube.com/@Akira_OA,probado_flojo,0.27,"ya probado, no despegó",487,5267,1,0.34,1011271,Man Builds Superlight Flying Car in 6 Months | Start to Finish by @Akira_OA,2,0.3,4065,TTI Build Stories ,0
loanquevn,https://www.youtube.com/@loanquevn,probado_flojo,0.27,"ya probado, no despegó",20100,24087,1,0.33,1003310,Friends Build Off-Grid BAMBOO HOUSE in Just 90 Days | Start to Finish @loanquevn,0,,,,0
thinkwilderness,https://www.youtube.com/@thinkwilderness,probado_flojo,0.27,"ya probado, no despegó",11300,213892,1,0.33,1000822,Man Builds Survival STONE SHELTER in the Forest | Start to Finish by @thinkwilderness   ​,4,0.5,5993,TTI Build Stories ,0
VideoGustav,https://www.youtube.com/@VideoGustav,probado_flojo,0.27,"ya probado, no despegó",40900,108167,1,0.33,986368,"Friends Build IMPRESSIVE 40-Foot BOAT From Scrap | ""Regusta C"" Project @VideoGustav",0,,,,0
sorayume_satogaeri,https://www.youtube.com/@sorayume_satogaeri,probado_flojo,0.27,"ya probado, no despegó",132000,115335,1,0.32,957149,Young Man Transforms Abandoned House Into Dream Workshop | @sorayume_satogaeri,0,,,,0
mrlambdarenove,https://www.youtube.com/@mrlambdarenove,probado_flojo,0.27,"ya probado, no despegó",5620,13467,1,0.31,932341,Man Buys RUINED HOUSE and Brings It Back to Life | Start to Finish @mrlambdarenove,0,,,,0
normalguydoesitall,https://www.youtube.com/@normalguydoesitall,probado_flojo,0.27,"ya probado, no despegó",35700,75250,1,0.3,909015,Building Amazing DIY Wood Pallet Barn Step-by-Step | by @normalguydoesitall,10,251.2,783087,Quantum Builders,1
kobayashi-kenko,https://www.youtube.com/@kobayashi-kenko,probado_flojo,0.27,"ya probado, no despegó",64500,130960,1,0.29,869705,Experts Build Stunning TEMPLE BELL TOWER with Traditional Woodworking | by @kobayashi-kenko,0,,,,0
PrimitiveTool,https://www.youtube.com/@PrimitiveTool,probado_flojo,0.27,"ya probado, no despegó",4910000,3610670,1,0.29,866101,Brothers Build Underground SWIMMING POOL In Jungles With Living Room | Process By @PrimitiveTool,0,,,,0
CleanupRelax,https://www.youtube.com/@CleanupRelax,probado_flojo,0.27,"ya probado, no despegó",75500,180661,2,0.29,861088,Volunteers Transform Old Lady’s Overgrown House for Free | by @CleanupRelax,0,,,,0
hennybutabi,https://www.youtube.com/@hennybutabi,probado_flojo,0.27,"ya probado, no despegó",93400,491194,1,0.29,856628,Man Builds 3 INSANE DIY Electric Bikes Using Vehicles Parts | Start to Finish by @hennybutabi,1,1.8,30,Quantam Tech HD,0
pirazyoko5127,https://www.youtube.com/@pirazyoko5127,probado_flojo,0.27,"ya probado, no despegó",26900,43215,1,0.28,848250,Man Builds DIY Multifunctional WORKBENCH at Home | From Scratch by @pirazyoko5127,0,,,,0
christiangreen612,https://www.youtube.com/@christiangreen612,probado_flojo,0.27,"ya probado, no despegó",9680,352989,1,0.28,837342,Man Builds Amazing DIY TRAILER CAMPER CARAVAN | Start to Finish by @christiangreen612,2,2.3,29588,TTI Build Stories ,0
ilyadonetskov,https://www.youtube.com/@ilyadonetskov,probado_flojo,0.27,"ya probado, no despegó",164000,155663,1,0.28,836408,Man Builds Amazing House for $40.000 | Start to Finish by @ilyadonetskov,0,,,,0
CountryBoy-82,https://www.youtube.com/@CountryBoy-82,probado_flojo,0.27,"ya probado, no despegó",11700,21640,1,0.28,832725,Man Builds DIY Off-Grid WOODEN HOUSE In The Mountains | Start To Finish By @CountryBoy-82,0,,,,0
foodstory5916,https://www.youtube.com/@foodstory5916,probado_flojo,0.27,"ya probado, no despegó",115000,621974,1,0.27,823108,Mind-Blowing Food Production Processes You've Never Seen | by @foodstory5916,0,,,,0
Alone_with_nature_vova,https://www.youtube.com/@Alone_with_nature_vova,probado_flojo,0.27,"ya probado, no despegó",131000,476409,1,0.27,814890,Man Builds Mountain LOG House Alone | Start to Finish @Alone_with_nature_vova,5,6.0,77812,TTI Build Stories ,0
SmartEasyDIYer,https://www.youtube.com/@SmartEasyDIYer,probado_flojo,0.27,"ya probado, no despegó",142000,50116,1,0.27,799139,Man Turns an Empty Space into a Dream Garage | @SmartEasyDIYer,1,1.2,40,ULTIMATE BUILD LAD DIY,0
GCK-8,https://www.youtube.com/@GCK-8,probado_flojo,0.27,"ya probado, no despegó",119000,94762,1,0.27,796810,Man Restores 35-Year-Old Classic Car Back to New | Start to Finish by @GCK-8,0,,,,0
ranchodochapeu,https://www.youtube.com/@ranchodochapeu,probado_flojo,0.27,"ya probado, no despegó",127000,33772,1,0.26,782372,Young Couple Builds DIY DREAM Home in Mountains from Scratch | Full Process by @ranchodochapeu,0,,,,0
brandoconklin,https://www.youtube.com/@brandoconklin,probado_flojo,0.27,"ya probado, no despegó",3220,36057,1,0.26,778583,Man Builds DIY Truck Camper for ONLY $800 | Start to Finish by @brandoconklin,0,,,,0
TheFixerHomeRepair,https://www.youtube.com/@TheFixerHomeRepair,probado_flojo,0.27,"ya probado, no despegó",665000,296484,1,0.26,773885,Man Transforms Old House Into DREAM HOME In 8 Years | By @TheFixerHomeRepair,0,,,,0
RoamLyfe,https://www.youtube.com/@RoamLyfe,probado_flojo,0.27,"ya probado, no despegó",102000,63099,1,0.25,747778,Man Rebuilds EX-ARMY Off-Road Camper Vehicle | Start to Finish by @RoamLyfe,0,,,,0
Homesteadwildernesscabin,https://www.youtube.com/@Homesteadwildernesscabin,probado_flojo,0.27,"ya probado, no despegó",20000,8360,1,0.25,747667,Man Builds AMAZING River LOG CABIN in the Woods | Start to Finish by @Homesteadwildernesscabin,0,,,,0
samodelka3604,https://www.youtube.com/@samodelka3604,probado_flojo,0.27,"ya probado, no despegó",200000,667430,1,0.25,740275,Genius Welder Turns Rusty Scrap into 5 Incredible DIY Stoves | by @samodelka3604,0,,,,0
viainfinda,https://www.youtube.com/@viainfinda,probado_flojo,0.27,"ya probado, no despegó",2340000,504867,1,0.25,737690,Young Couple Builds DIY MOBILE HOME from Scratch | Start to Finish by @viainfinda,0,,,,0
beavercreekbuilds,https://www.youtube.com/@beavercreekbuilds,probado_flojo,0.27,"ya probado, no despegó",9900,130469,1,0.25,736056,Man Builds DIY SHED Using ONLY Trees in the Wild | Start to Finish by @beavercreekbuilds,0,,,,0
cleanup994,https://www.youtube.com/@cleanup994,probado_flojo,0.27,"ya probado, no despegó",205000,41711,1,0.24,715721,Young Woman Builds Wooden FARMHOUSE Alone in JUST 60 Days | Start to Finish by @cleanup994,0,,,,0
birdiebuster,https://www.youtube.com/@birdiebuster,probado_flojo,0.27,"ya probado, no despegó",59600,25538,1,0.24,711421,Woodturning Regular Objects into Masterpieces | by @birdiebuster,0,,,,0
ramizinthewild,https://www.youtube.com/@ramizinthewild,probado_flojo,0.27,"ya probado, no despegó",313000,1634172,1,0.23,703879,Survival Expert Spends 4 DAYS Building UNDERGROUND SHELTER | by @ramizinthewild,6,1.9,1509126,AKLA GELEN,0
Theonewhobuilds-kz7tr,https://www.youtube.com/@Theonewhobuilds-kz7tr,probado_flojo,0.27,"ya probado, no despegó",48900,229250,2,0.23,695844,Man Builds Hobbit House with STONES and LOGS by the River | by @Theonewhobuilds-kz7tr,2,10.8,2627,Q Makers,0
pedullastudio,https://www.youtube.com/@pedullastudio,probado_flojo,0.27,"ya probado, no despegó",449000,879896,1,0.23,690748,Man Makes the BEST Woodworking WORKBENCH Step by Step | by @pedullastudio,0,,,,0
SONOFZAGROS,https://www.youtube.com/@SONOFZAGROS,probado_flojo,0.27,"ya probado, no despegó",10000,136932,1,0.22,672114,Man Builds Secret Underground Cabin in the Wilderness | by @SONOFZAGROS,0,,,,0
BushcraftHakankarahan,https://www.youtube.com/@BushcraftHakankarahan,probado_flojo,0.27,"ya probado, no despegó",895000,970611,2,0.21,632083,Man Spends 30 DAYS Living in the Forest Building Bushcraft Shelters | ASMR@BushcraftHakankarahan,3,1.5,12,Rustic Builds,0
CleanUpFreeTeam,https://www.youtube.com/@CleanUpFreeTeam,probado_flojo,0.27,"ya probado, no despegó",251000,273205,1,0.21,618149,Young Woman Finds Her CHILDHOOD HOME Abandoned | Team Cleans It for FREE! By @CleanUpFreeTeam,1,0.6,10,Quantam Tech HD,0
HoiDIY,https://www.youtube.com/@HoiDIY,probado_flojo,0.27,"ya probado, no despegó",63500,79665,1,0.2,612614,Sons Surprise Parents Renovating 40-Year-Old House in 2 Years | by @HoiDIY,0,,,,0
moricon_diy,https://www.youtube.com/@moricon_diy,probado_flojo,0.27,"ya probado, no despegó",113000,177125,1,0.2,597273,Young Woman Restores 45-YEAR-OLD Mountain Hut Back to New | Start to Finish by @moricon_diy,0,,,,0
chadichabib,https://www.youtube.com/@chadichabib,probado_flojo,0.27,"ya probado, no despegó",106000,96557,1,0.2,589828,Man Renovates an Old House Room by Room | Start to Finish by @chadichabib,0,,,,0
Yunica520,https://www.youtube.com/@Yunica520,probado_flojo,0.27,"ya probado, no despegó",264000,1049297,1,0.2,589187,China's Top 5 Manufacturing and Mass Production Videos | by @Yunica520,0,,,,0
BStarCrafts,https://www.youtube.com/@BStarCrafts,probado_flojo,0.27,"ya probado, no despegó",302000,684777,1,0.2,587088,Amazing Woodworking Hacks for Every DIY Enthusiast | by @BStarCrafts,0,,,,0
garage9845,https://www.youtube.com/@garage9845,probado_flojo,0.27,"ya probado, no despegó",46800,185142,1,0.19,581860,Man Repairs Rotten Old Truck Back to New | Start to Finish Conversion by @garage9845,1,14.1,184100,TTI Build Stories ,0
survivalliar,https://www.youtube.com/@survivalliar,probado_flojo,0.27,"ya probado, no despegó",221000,281081,1,0.19,571409,Father and Son Build Incredible OFF-GRID Shelters Through Rain in the Forest | by @survivalliar,0,,,,0
TinoCarCare,https://www.youtube.com/@TinoCarCare,probado_flojo,0.27,"ya probado, no despegó",367000,416930,1,0.18,548560,Man Deep Cleaning 8 Incredible LUXURY Cars | Satisfying Full Detailing by @TinoCarCare,0,,,,0
cottagecampers,https://www.youtube.com/@cottagecampers,probado_flojo,0.27,"ya probado, no despegó",28500,71417,1,0.18,543557,Man Builds DIY Space Saving CAMPERVAN | Start to Finish by @cottagecampers,0,,,,0
MobileDwellings,https://www.youtube.com/@MobileDwellings,probado_flojo,0.27,"ya probado, no despegó",328000,209837,1,0.17,507710,Man Turns SCHOOL BUS Into TINY HOUSE on Wheels | Start to Finish by @MobileDwellings,0,,,,0
PROMOTORbl,https://www.youtube.com/@PROMOTORbl,probado_flojo,0.27,"ya probado, no despegó",185000,76271,1,0.17,497637,Man Fully RESTORES Mercedes TRUCK ENGINE Perfectly | Start to Finish by @PROMOTORbl,0,,,,0
LastBushSurvival,https://www.youtube.com/@LastBushSurvival,probado_flojo,0.27,"ya probado, no despegó",1330000,4023937,1,0.16,493083,Survival and Outdoor Tips and Hacks That Work Extremely Well | by @LastBushSurvival,0,,,,0
CarpenterShoyan,https://www.youtube.com/@CarpenterShoyan,probado_flojo,0.27,"ya probado, no despegó",883000,1013746,1,0.16,483318,Process of Building Amazing Japanese-Style House | Skilled Carpenter | by @CarpenterShoyan,0,,,,0
belbobr,https://www.youtube.com/@belbobr,probado_flojo,0.27,"ya probado, no despegó",35000,43394,1,0.16,480410,Amazing Tree Falling Technique with an Hydraulic Jack | by @belbobr,0,,,,0
AwesomeWoodcraft,https://www.youtube.com/@AwesomeWoodcraft,probado_flojo,0.27,"ya probado, no despegó",1000000,890473,1,0.15,455631,Man Builds Hyperealistic Heavy Vehicles from Wood at Scale | ASMR by @AwesomeWoodcraft,1,0.8,4,Aether Labs Tech,0
bushcraftoutdooradventures3135,https://www.youtube.com/@bushcraftoutdooradventures3135,probado_flojo,0.27,"ya probado, no despegó",99600,237954,1,0.15,448844,Man Builds a Log Hut in the Wild Forest in 6 Months by @bushcraftoutdooradventures3135,0,,,,0
Flame-Frame-VN,https://www.youtube.com/@Flame-Frame-VN,probado_flojo,0.27,"ya probado, no despegó",122000,404100,1,0.15,441310,Woman Rescues Flooded Car And Restores It Back To New | By @Flame-Frame-VN,1,10.3,577,FixNation,0
YASUHIROTV,https://www.youtube.com/@YASUHIROTV,probado_flojo,0.27,"ya probado, no despegó",1370000,2707950,1,0.14,426468,3 Brilliant Homemade Tool Ideas for Woodworking | Tips & Hacks by @YASUHIROTV,1,0.9,3303,Namtum Makers,0
houseofyachtsoslo,https://www.youtube.com/@houseofyachtsoslo,probado_flojo,0.27,"ya probado, no despegó",5510,2897,1,0.14,417203,Man Buys ABANDONED Boat for $500 and Restores It Back to New | Start to Finish @houseofyachtsoslo,0,,,,0
master4life,https://www.youtube.com/@master4life,probado_flojo,0.27,"ya probado, no despegó",25500,84110,1,0.14,411032,Building Amazing DIY Backyard Deck with BBQ Grill Step-by-Step | by @master4life,0,,,,0
Handanxie,https://www.youtube.com/@Handanxie,probado_flojo,0.27,"ya probado, no despegó",96600,20816,1,0.13,377136,The MASSIVE Scale of Electric CAR Manufacturing | Start to Finish by @Handanxie,0,,,,0
serengyarchery,https://www.youtube.com/@serengyarchery,probado_flojo,0.27,"ya probado, no despegó",78900,506259,1,0.12,362984,Man Builds Amazing Homemade Weapons for Self-Defense | by @serengyarchery,0,,,,0
MKPROJECT-DOBOKU,https://www.youtube.com/@MKPROJECT-DOBOKU,probado_flojo,0.27,"ya probado, no despegó",143000,340345,1,0.12,357746,How Japan Builders Turn Weeks of work into 2-Day Canal Build | by @MKPROJECT-DOBOKU,0,,,,0
OnenessWithNature,https://www.youtube.com/@OnenessWithNature,probado_flojo,0.27,"ya probado, no despegó",9660,18711,1,0.12,349782,Man Builds STONE & LOG Dugout Cabin in the Wild | Full Build by @OnenessWithNature,0,,,,0
rcm_by,https://www.youtube.com/@rcm_by,probado_flojo,0.27,"ya probado, no despegó",63000,120758,1,0.11,342283,Full Restoration of a 50-Year-Old Classic Car | by @rcm_by,0,,,,0
cleanup68,https://www.youtube.com/@cleanup68,probado_flojo,0.27,"ya probado, no despegó",155000,229290,1,0.11,319325,Two Friends Transform BURIED HOUSE and Give it a New Life for Free | by @cleanup68,0,,,,0
tengokucamp,https://www.youtube.com/@tengokucamp,probado_flojo,0.27,"ya probado, no despegó",21200,51996,1,0.1,305926,Man Demolishes Abandoned Mountain House and Gives It a New Life | Start to Finish by @tengokucamp,0,,,,0
CNzhuyufeng,https://www.youtube.com/@CNzhuyufeng,probado_flojo,0.27,"ya probado, no despegó",83,220,1,0.1,297590,Man Buys RUINED HOUSE and Renovates it Back to New in 3 YEARS | Start to Finish by @CNzhuyufeng,0,,,,0
IslamShirinov-fh9eh,https://www.youtube.com/@IslamShirinov-fh9eh,probado_flojo,0.27,"ya probado, no despegó",5710,44129,1,0.1,287335,Survival Expert Builds 5 Amazing Shelters in the Wild | Start to Finish by @IslamShirinov-fh9eh,1,0.0,151,Cabin In the Woods,0
HKoutdoors76,https://www.youtube.com/@HKoutdoors76,probado_flojo,0.27,"ya probado, no despegó",26800,43926,1,0.1,285691,Man Builds HIDDEN SHELTERS in Wilderness | Solo Survival by @HKoutdoors76,1,1.2,364,Explore Creators ,0
Sieusangtao,https://www.youtube.com/@Sieusangtao,probado_flojo,0.27,"ya probado, no despegó",1650,0,1,0.09,279204,Man Builds Electrical Bike-Boat Never Seen Before | by @Sieusangtao,0,,,,0
skillmake,https://www.youtube.com/@skillmake,probado_flojo,0.27,"ya probado, no despegó",574000,1111078,1,0.09,271125,TOP 10 Crazy DIY Experiments You Won’t Believe! | by @skillmake,0,,,,0
DanLeeBoatbuilding,https://www.youtube.com/@DanLeeBoatbuilding,probado_flojo,0.27,"ya probado, no despegó",56200,34562,1,0.09,270469,Man Restores 50-Year-Old RACE BOAT Back to Life | Start to Finish by @DanLeeBoatbuilding,0,,,,0
